"","State","Date","Weeks Delayed","Deaths (as recorded in last released dataset)","State Population (in millions)","Deaths per Million of State Population"
"1","Alabama","2020-04-04",6,1180,4.903185,240.659897597174
"2","Alabama","2020-04-11",6,1149,4.903185,234.337476558604
"3","Alabama","2020-04-18",7,1165,4.903185,237.600661610769
"4","Alabama","2020-04-25",7,1157,4.903185,235.969069084687
"5","Alabama","2020-05-02",6,1158,4.903185,236.173018150447
"6","Alabama","2020-05-09",6,1198,4.903185,244.33098078086
"7","Alabama","2020-05-16",6,1172,4.903185,239.028305071092
"8","Alabama","2020-05-23",7,1158,4.903185,236.173018150447
"9","Alabama","2020-05-30",8,1127,4.903185,229.850597111877
"10","Alabama","2020-06-06",7,1202,4.903185,245.146777043901
"11","Alabama","2020-06-13",6,1150,4.903185,234.541425624365
"12","Alabama","2020-06-20",6,1104,4.903185,225.15976859939
"13","Alabama","2020-06-27",7,1181,4.903185,240.863846662934
"14","Alabama","2020-07-04",7,1244,4.903185,253.712637805834
"15","Alabama","2020-07-11",6,1296,4.903185,264.317989225371
"16","Alabama","2020-07-18",6,1306,4.903185,266.357479882974
"17","Alabama","2020-07-25",5,1376,4.903185,280.633914486196
"18","Alabama","2020-08-01",6,1410,4.903185,287.568182722047
"19","Alabama","2020-08-08",8,1395,4.903185,284.508946735642
"20","Alabama","2020-08-15",6,1338,4.903185,272.883849987304
"21","Alabama","2020-08-22",7,1322,4.903185,269.620664935139
"22","Alabama","2020-08-29",7,1245,4.903185,253.916586871595
"23","Alabama","2020-09-05",6,1247,4.903185,254.324485003115
"24","Alaska","2020-04-04",10,101,0.731545,138.063960521909
"25","Alaska","2020-04-11",11,84,0.731545,114.825472117231
"26","Alaska","2020-04-18",10,84,0.731545,114.825472117231
"27","Alaska","2020-04-25",10,69,0.731545,94.3209235248686
"28","Alaska","2020-05-02",10,88,0.731545,120.293351741861
"29","Alaska","2020-05-09",12,97,0.731545,132.596080897279
"30","Alaska","2020-05-16",11,86,0.731545,117.559411929546
"31","Alaska","2020-05-23",11,86,0.731545,117.559411929546
"32","Alaska","2020-05-30",8,103,0.731545,140.797900334224
"33","Alaska","2020-06-06",13,82,0.731545,112.091532304916
"34","Alaska","2020-06-13",9,90,0.731545,123.027291554176
"35","Alaska","2020-06-20",12,92,0.731545,125.761231366491
"36","Alaska","2020-06-27",12,93,0.731545,127.128201272649
"37","Alaska","2020-07-04",10,83,0.731545,113.458502211074
"38","Alaska","2020-07-11",12,102,0.731545,139.430930428067
"39","Alaska","2020-07-18",12,90,0.731545,123.027291554176
"40","Alaska","2020-07-25",11,95,0.731545,129.862141084964
"41","Alaska","2020-08-01",7,111,0.731545,151.733659583484
"42","Alaska","2020-08-08",10,107,0.731545,146.265779958854
"43","Alaska","2020-08-15",10,76,0.731545,103.889712867971
"44","Alaska","2020-08-22",9,119,0.731545,162.669418832744
"45","Alaska","2020-08-29",11,93,0.731545,127.128201272649
"46","Alaska","2020-09-05",13,100,0.731545,136.696990615752
"47","Arizona","2020-04-04",4,1323,7.278717,181.762802427955
"48","Arizona","2020-04-11",4,1375,7.278717,188.906918623158
"49","Arizona","2020-04-18",4,1292,7.278717,177.503810080815
"50","Arizona","2020-04-25",4,1372,7.278717,188.494758073435
"51","Arizona","2020-05-02",4,1384,7.278717,190.143400272328
"52","Arizona","2020-05-09",4,1401,7.278717,192.47897672076
"53","Arizona","2020-05-16",4,1300,7.278717,178.602904880077
"54","Arizona","2020-05-23",3,1251,7.278717,171.870949234597
"55","Arizona","2020-05-30",5,1297,7.278717,178.190744330354
"56","Arizona","2020-06-06",4,1385,7.278717,190.280787122236
"57","Arizona","2020-06-13",5,1458,7.278717,200.310027165502
"58","Arizona","2020-06-20",4,1531,7.278717,210.339267208768
"59","Arizona","2020-06-27",4,1589,7.278717,218.307704503417
"60","Arizona","2020-07-04",4,1767,7.278717,242.762563786997
"61","Arizona","2020-07-11",4,1923,7.278717,264.194912372606
"62","Arizona","2020-07-18",4,1949,7.278717,267.766970470208
"63","Arizona","2020-07-25",4,1828,7.278717,251.14316163137
"64","Arizona","2020-08-01",3,1760,7.278717,241.800855837643
"65","Arizona","2020-08-08",3,1564,7.278717,214.873033255723
"66","Arizona","2020-08-15",4,1502,7.278717,206.355048561443
"67","Arizona","2020-08-22",4,1474,7.278717,202.508216764026
"68","Arizona","2020-08-29",3,1444,7.278717,198.386611266793
"69","Arizona","2020-09-05",5,1286,7.278717,176.679488981369
"70","Arkansas","2020-04-04",5,618,3.017804,204.784671237761
"71","Arkansas","2020-04-11",5,633,3.017804,209.755172966833
"72","Arkansas","2020-04-18",4,642,3.017804,212.737474004276
"73","Arkansas","2020-04-25",5,628,3.017804,208.098339057142
"74","Arkansas","2020-05-02",4,636,3.017804,210.749273312647
"75","Arkansas","2020-05-09",4,666,3.017804,220.690276770791
"76","Arkansas","2020-05-16",5,596,3.017804,197.494602035122
"77","Arkansas","2020-05-23",5,656,3.017804,217.37660895141
"78","Arkansas","2020-05-30",5,627,3.017804,207.766972275204
"79","Arkansas","2020-06-06",5,662,3.017804,219.364809643038
"80","Arkansas","2020-06-13",5,675,3.017804,223.672577808234
"81","Arkansas","2020-06-20",5,710,3.017804,235.270415176068
"82","Arkansas","2020-06-27",5,678,3.017804,224.666678154048
"83","Arkansas","2020-07-04",5,700,3.017804,231.956747356687
"84","Arkansas","2020-07-11",5,677,3.017804,224.33531137211
"85","Arkansas","2020-07-18",5,704,3.017804,233.28221448444
"86","Arkansas","2020-07-25",4,728,3.017804,241.235017250955
"87","Arkansas","2020-08-01",5,754,3.017804,249.850553581346
"88","Arkansas","2020-08-08",5,750,3.017804,248.525086453593
"89","Arkansas","2020-08-15",5,788,3.017804,261.117024167242
"90","Arkansas","2020-08-22",6,744,3.017804,246.536885761965
"91","Arkansas","2020-08-29",5,742,3.017804,245.874152198088
"92","Arkansas","2020-09-05",5,708,3.017804,234.607681612192
"93","California","2020-04-04",4,5972,39.512223,151.143103236687
"94","California","2020-04-11",3,6019,39.512223,152.332608570264
"95","California","2020-04-18",5,6109,39.512223,154.610384740945
"96","California","2020-04-25",5,5922,39.512223,149.877672030754
"97","California","2020-05-02",4,5695,39.512223,144.132614355816
"98","California","2020-05-09",4,5645,39.512223,142.867183149883
"99","California","2020-05-16",4,5667,39.512223,143.423972880493
"100","California","2020-05-23",5,5529,39.512223,139.931382752117
"101","California","2020-05-30",4,5567,39.512223,140.893110468626
"102","California","2020-06-06",5,5494,39.512223,139.045580907964
"103","California","2020-06-13",5,5559,39.512223,140.690641475677
"104","California","2020-06-20",4,5458,39.512223,138.134470439692
"105","California","2020-06-27",4,5686,39.512223,143.904836738748
"106","California","2020-07-04",4,5868,39.512223,148.511006328346
"107","California","2020-07-11",4,6038,39.512223,152.813472428519
"108","California","2020-07-18",5,6228,39.512223,157.622111011066
"109","California","2020-07-25",4,6226,39.512223,157.571493762829
"110","California","2020-08-01",4,6324,39.512223,160.051738926458
"111","California","2020-08-08",5,6286,39.512223,159.090011209949
"112","California","2020-08-15",4,6264,39.512223,158.533221479338
"113","California","2020-08-22",5,6441,39.512223,163.012847948342
"114","California","2020-08-29",4,5864,39.512223,148.409771831871
"115","California","2020-09-05",5,5767,39.512223,145.95483529236
"116","Colorado","2020-04-04",6,958,5.758736,166.355950333545
"117","Colorado","2020-04-11",5,1086,5.758736,188.583050169343
"118","Colorado","2020-04-18",5,1110,5.758736,192.750631388555
"119","Colorado","2020-04-25",5,1062,5.758736,184.415468950131
"120","Colorado","2020-05-02",6,996,5.758736,172.954620597298
"121","Colorado","2020-05-09",4,894,5.758736,155.242400415647
"122","Colorado","2020-05-16",3,870,5.758736,151.074819196435
"123","Colorado","2020-05-23",4,843,5.758736,146.386290324821
"124","Colorado","2020-05-30",4,820,5.758736,142.392358323076
"125","Colorado","2020-06-06",4,810,5.758736,140.655866148405
"126","Colorado","2020-06-13",4,801,5.758736,139.0930231912
"127","Colorado","2020-06-20",4,851,5.758736,147.775484064559
"128","Colorado","2020-06-27",5,853,5.758736,148.122782499493
"129","Colorado","2020-07-04",7,776,5.758736,134.751792754521
"130","Colorado","2020-07-11",6,803,5.758736,139.440321626135
"131","Colorado","2020-07-18",5,784,5.758736,136.140986494258
"132","Colorado","2020-07-25",3,819,5.758736,142.218709105609
"133","Colorado","2020-08-01",3,803,5.758736,139.440321626135
"134","Colorado","2020-08-08",4,819,5.758736,142.218709105609
"135","Colorado","2020-08-15",3,828,5.758736,143.781552062814
"136","Colorado","2020-08-22",4,850,5.758736,147.601834847091
"137","Colorado","2020-08-29",4,806,5.758736,139.961269278536
"138","Colorado","2020-09-05",4,730,5.758736,126.763928751031
"139","Connecticut","2020-04-04",15,865,3.565287,242.617214266341
"140","Connecticut","2020-04-11",14,1242,3.565287,348.359052160457
"141","Connecticut","2020-04-18",12,1360,3.565287,381.455966938987
"142","Connecticut","2020-04-25",12,1337,3.565287,375.00487338046
"143","Connecticut","2020-05-02",13,1156,3.565287,324.237571898139
"144","Connecticut","2020-05-09",11,1052,3.565287,295.067409720452
"145","Connecticut","2020-05-16",9,944,3.565287,264.775318228238
"146","Connecticut","2020-05-23",11,812,3.565287,227.751650848866
"147","Connecticut","2020-05-30",9,752,3.565287,210.922711130969
"148","Connecticut","2020-06-06",10,657,3.565287,184.276889910967
"149","Connecticut","2020-06-13",10,626,3.565287,175.581937723387
"150","Connecticut","2020-06-20",10,575,3.565287,161.277338963175
"151","Connecticut","2020-06-27",9,600,3.565287,168.289397178965
"152","Connecticut","2020-07-04",10,544,3.565287,152.582386775595
"153","Connecticut","2020-07-11",11,609,3.565287,170.813738136649
"154","Connecticut","2020-07-18",9,563,3.565287,157.911551019595
"155","Connecticut","2020-07-25",9,573,3.565287,160.716374305911
"156","Connecticut","2020-08-01",10,546,3.565287,153.143351432858
"157","Connecticut","2020-08-08",10,586,3.565287,164.362644578122
"158","Connecticut","2020-08-15",9,567,3.565287,159.033480334122
"159","Connecticut","2020-08-22",9,555,3.565287,155.667692390542
"160","Connecticut","2020-08-29",8,522,3.565287,146.411775545699
"161","Connecticut","2020-09-05",9,570,3.565287,159.874927320017
"162","Delaware","2020-04-04",9,216,0.973764,221.819660615919
"163","Delaware","2020-04-11",9,223,0.973764,229.008260728472
"164","Delaware","2020-04-18",9,228,0.973764,234.142975094581
"165","Delaware","2020-04-25",8,282,0.973764,289.597890248561
"166","Delaware","2020-05-02",9,255,0.973764,261.870432671571
"167","Delaware","2020-05-09",8,267,0.973764,274.193747150234
"168","Delaware","2020-05-16",7,272,0.973764,279.328461516343
"169","Delaware","2020-05-23",6,229,0.973764,235.169917967803
"170","Delaware","2020-05-30",7,218,0.973764,223.873546362363
"171","Delaware","2020-06-06",7,186,0.973764,191.011374419264
"172","Delaware","2020-06-13",8,194,0.973764,199.226917405039
"173","Delaware","2020-06-20",8,165,0.973764,169.445574081605
"174","Delaware","2020-06-27",6,201,0.973764,206.415517517592
"175","Delaware","2020-07-04",7,200,0.973764,205.38857464437
"176","Delaware","2020-07-11",7,200,0.973764,205.38857464437
"177","Delaware","2020-07-18",6,196,0.973764,201.280803151482
"178","Delaware","2020-07-25",6,200,0.973764,205.38857464437
"179","Delaware","2020-08-01",7,195,0.973764,200.25386027826
"180","Delaware","2020-08-08",9,201,0.973764,206.415517517592
"181","Delaware","2020-08-15",8,182,0.973764,186.903602926376
"182","Delaware","2020-08-22",9,194,0.973764,199.226917405039
"183","Delaware","2020-08-29",7,194,0.973764,199.226917405039
"184","Delaware","2020-09-05",6,203,0.973764,208.469403264035
"185","District of Columbia","2020-04-04",7,127,0.705749,179.950662345962
"186","District of Columbia","2020-04-11",9,183,0.705749,259.298985900086
"187","District of Columbia","2020-04-18",9,178,0.705749,252.214314154182
"188","District of Columbia","2020-04-25",10,211,0.705749,298.973147677149
"189","District of Columbia","2020-05-02",10,190,0.705749,269.217526344352
"190","District of Columbia","2020-05-09",12,200,0.705749,283.38686983616
"191","District of Columbia","2020-05-16",10,156,0.705749,221.041758472205
"192","District of Columbia","2020-05-23",6,153,0.705749,216.790955424662
"193","District of Columbia","2020-05-30",7,145,0.705749,205.455480631216
"194","District of Columbia","2020-06-06",7,114,0.705749,161.530515806611
"195","District of Columbia","2020-06-13",7,133,0.705749,188.452268441046
"196","District of Columbia","2020-06-20",7,109,0.705749,154.445844060707
"197","District of Columbia","2020-06-27",7,101,0.705749,143.110369267261
"198","District of Columbia","2020-07-04",6,103,0.705749,145.944237965622
"199","District of Columbia","2020-07-11",6,115,0.705749,162.947450155792
"200","District of Columbia","2020-07-18",7,100,0.705749,141.69343491808
"201","District of Columbia","2020-07-25",7,92,0.705749,130.357960124634
"202","District of Columbia","2020-08-01",5,104,0.705749,147.361172314803
"203","District of Columbia","2020-08-08",10,94,0.705749,133.191828822995
"204","District of Columbia","2020-08-15",6,105,0.705749,148.778106663984
"205","District of Columbia","2020-08-22",10,94,0.705749,133.191828822995
"206","District of Columbia","2020-08-29",9,103,0.705749,145.944237965622
"207","District of Columbia","2020-09-05",7,111,0.705749,157.279712759069
"208","Florida","2020-04-04",4,4378,21.477737,203.838979870179
"209","Florida","2020-04-11",3,4452,21.477737,207.284408036098
"210","Florida","2020-04-18",4,4334,21.477737,201.79034690666
"211","Florida","2020-04-25",3,4497,21.477737,209.379600839697
"212","Florida","2020-05-02",3,4295,21.477737,199.97451314354
"213","Florida","2020-05-09",3,4317,21.477737,200.9988296253
"214","Florida","2020-05-16",3,4234,21.477737,197.134362898661
"215","Florida","2020-05-23",3,4302,21.477737,200.3004320241
"216","Florida","2020-05-30",3,4135,21.477737,192.524938730742
"217","Florida","2020-06-06",5,4206,21.477737,195.830687376421
"218","Florida","2020-06-13",4,4191,21.477737,195.132289775222
"219","Florida","2020-06-20",4,4347,21.477737,202.395624827699
"220","Florida","2020-06-27",4,4473,21.477737,208.262164677778
"221","Florida","2020-07-04",4,4683,21.477737,218.039731094575
"222","Florida","2020-07-11",4,5054,21.477737,235.31343176425
"223","Florida","2020-07-18",5,5436,21.477737,253.099290674804
"224","Florida","2020-07-25",5,5659,21.477737,263.482135012641
"225","Florida","2020-08-01",5,5751,21.477737,267.7656403
"226","Florida","2020-08-08",6,5551,21.477737,258.453672284003
"227","Florida","2020-08-15",5,5485,21.477737,255.380722838724
"228","Florida","2020-08-22",4,5186,21.477737,241.459330654808
"229","Florida","2020-08-29",4,4988,21.477737,232.240482318971
"230","Florida","2020-09-05",4,4727,21.477737,220.088364058094
"231","Georgia","2020-04-04",9,2021,10.617423,190.34750711166
"232","Georgia","2020-04-11",9,2041,10.617423,192.231203372042
"233","Georgia","2020-04-18",9,2020,10.617423,190.253322298641
"234","Georgia","2020-04-25",9,2018,10.617423,190.064952672602
"235","Georgia","2020-05-02",9,1961,10.617423,184.696418330512
"236","Georgia","2020-05-09",8,1996,10.617423,187.992886786182
"237","Georgia","2020-05-16",8,1938,10.617423,182.530167631072
"238","Georgia","2020-05-23",8,1905,10.617423,179.422068801441
"239","Georgia","2020-05-30",7,1766,10.617423,166.330379791782
"240","Georgia","2020-06-06",7,1764,10.617423,166.142010165744
"241","Georgia","2020-06-13",7,1729,10.617423,162.845541710074
"242","Georgia","2020-06-20",8,1793,10.617423,168.873369743298
"243","Georgia","2020-06-27",7,1802,10.617423,169.721033060471
"244","Georgia","2020-07-04",8,1862,10.617423,175.372121841618
"245","Georgia","2020-07-11",7,1971,10.617423,185.638266460703
"246","Georgia","2020-07-18",10,2145,10.617423,202.026423926032
"247","Georgia","2020-07-25",9,2148,10.617423,202.308978365089
"248","Georgia","2020-08-01",9,2178,10.617423,205.134522755663
"249","Georgia","2020-08-08",9,2183,10.617423,205.605446820759
"250","Georgia","2020-08-15",8,2236,10.617423,210.597241910773
"251","Georgia","2020-08-22",8,2236,10.617423,210.597241910773
"252","Georgia","2020-08-29",8,2103,10.617423,198.070661779228
"253","Georgia","2020-09-05",7,2010,10.617423,189.311474168449
"254","Hawaii","2020-04-04",3,233,1.415872,164.562898341093
"255","Hawaii","2020-04-11",4,220,1.415872,155.381277403607
"256","Hawaii","2020-04-18",3,205,1.415872,144.787099398816
"257","Hawaii","2020-04-25",3,200,1.415872,141.255706730552
"258","Hawaii","2020-05-02",3,223,1.415872,157.500113004565
"259","Hawaii","2020-05-09",3,213,1.415872,150.437327668038
"260","Hawaii","2020-05-16",3,237,1.415872,167.388012475704
"261","Hawaii","2020-05-23",3,208,1.415872,146.905934999774
"262","Hawaii","2020-05-30",4,202,1.415872,142.668263797857
"263","Hawaii","2020-06-06",3,218,1.415872,153.968720336302
"264","Hawaii","2020-06-13",4,204,1.415872,144.080820865163
"265","Hawaii","2020-06-20",4,245,1.415872,173.038240744926
"266","Hawaii","2020-06-27",3,236,1.415872,166.681733942051
"267","Hawaii","2020-07-04",3,205,1.415872,144.787099398816
"268","Hawaii","2020-07-11",5,239,1.415872,168.80056954301
"269","Hawaii","2020-07-18",4,226,1.415872,159.618948605524
"270","Hawaii","2020-07-25",3,223,1.415872,157.500113004565
"271","Hawaii","2020-08-01",4,213,1.415872,150.437327668038
"272","Hawaii","2020-08-08",2,233,1.415872,164.562898341093
"273","Hawaii","2020-08-15",3,224,1.415872,158.206391538218
"274","Hawaii","2020-08-22",3,243,1.415872,171.625683677621
"275","Hawaii","2020-08-29",3,256,1.415872,180.807304615106
"276","Hawaii","2020-09-05",4,233,1.415872,164.562898341093
"277","Idaho","2020-04-04",3,272,1.787065,152.204872234642
"278","Idaho","2020-04-11",2,308,1.787065,172.349634736285
"279","Idaho","2020-04-18",3,283,1.787065,158.360216332366
"280","Idaho","2020-04-25",3,264,1.787065,147.728258345388
"281","Idaho","2020-05-02",4,247,1.787065,138.215453830722
"282","Idaho","2020-05-09",3,302,1.787065,168.992174319345
"283","Idaho","2020-05-16",3,273,1.787065,152.764448970798
"284","Idaho","2020-05-23",3,262,1.787065,146.609104873074
"285","Idaho","2020-05-30",2,279,1.787065,156.121909387739
"286","Idaho","2020-06-06",3,290,1.787065,162.277253485464
"287","Idaho","2020-06-13",5,286,1.787065,160.038946540837
"288","Idaho","2020-06-20",4,282,1.787065,157.800639596209
"289","Idaho","2020-06-27",4,287,1.787065,160.598523276993
"290","Idaho","2020-07-04",4,283,1.787065,158.360216332366
"291","Idaho","2020-07-11",3,271,1.787065,151.645295498485
"292","Idaho","2020-07-18",3,304,1.787065,170.111327791658
"293","Idaho","2020-07-25",3,322,1.787065,180.18370904248
"294","Idaho","2020-08-01",4,320,1.787065,179.064555570167
"295","Idaho","2020-08-08",3,312,1.787065,174.587941680913
"296","Idaho","2020-08-15",3,317,1.787065,177.385825361696
"297","Idaho","2020-08-22",3,366,1.787065,204.805085433378
"298","Idaho","2020-08-29",3,325,1.787065,181.862439250951
"299","Idaho","2020-09-05",5,350,1.787065,195.85185765487
"300","Illinois","2020-04-04",4,2697,12.671821,212.834445814852
"301","Illinois","2020-04-11",4,2937,12.671821,231.774107288921
"302","Illinois","2020-04-18",5,2994,12.671821,236.272276889012
"303","Illinois","2020-04-25",4,3061,12.671821,241.559599050523
"304","Illinois","2020-05-02",5,3012,12.671821,237.692751499567
"305","Illinois","2020-05-09",4,3029,12.671821,239.034310853981
"306","Illinois","2020-05-16",5,2923,12.671821,230.669293702933
"307","Illinois","2020-05-23",5,2701,12.671821,213.15010683942
"308","Illinois","2020-05-30",4,2600,12.671821,205.179665969082
"309","Illinois","2020-06-06",5,2569,12.671821,202.733293028682
"310","Illinois","2020-06-13",5,2353,12.671821,185.687597702019
"311","Illinois","2020-06-20",4,2334,12.671821,184.188207835322
"312","Illinois","2020-06-27",4,2199,12.671821,173.534648256158
"313","Illinois","2020-07-04",4,2257,12.671821,178.111733112392
"314","Illinois","2020-07-11",4,2253,12.671821,177.796072087824
"315","Illinois","2020-07-18",4,2144,12.671821,169.194309168351
"316","Illinois","2020-07-25",4,2091,12.671821,165.011800592827
"317","Illinois","2020-08-01",3,2157,12.671821,170.220207498196
"318","Illinois","2020-08-08",4,2204,12.671821,173.929224536868
"319","Illinois","2020-08-15",4,2202,12.671821,173.771394024584
"320","Illinois","2020-08-22",4,2231,12.671821,176.059936452701
"321","Illinois","2020-08-29",4,2204,12.671821,173.929224536868
"322","Illinois","2020-09-05",4,2262,12.671821,178.506309393101
"323","Indiana","2020-04-04",6,1555,6.732219,230.978819910642
"324","Indiana","2020-04-11",5,1623,6.732219,241.079501424419
"325","Indiana","2020-04-18",6,1489,6.732219,221.175217264917
"326","Indiana","2020-04-25",4,1583,6.732219,235.137924063373
"327","Indiana","2020-05-02",8,1520,6.732219,225.779939719727
"328","Indiana","2020-05-09",6,1569,6.732219,233.058371987008
"329","Indiana","2020-05-16",6,1553,6.732219,230.681741042589
"330","Indiana","2020-05-23",6,1453,6.732219,215.827797639976
"331","Indiana","2020-05-30",6,1383,6.732219,205.430037258146
"332","Indiana","2020-06-06",6,1394,6.732219,207.063971032434
"333","Indiana","2020-06-13",7,1386,6.732219,205.875655560225
"334","Indiana","2020-06-20",8,1344,6.732219,199.636999331127
"335","Indiana","2020-06-27",6,1371,6.732219,203.647564049833
"336","Indiana","2020-07-04",6,1344,6.732219,199.636999331127
"337","Indiana","2020-07-11",7,1330,6.732219,197.557447254761
"338","Indiana","2020-07-18",7,1362,6.732219,202.310709143597
"339","Indiana","2020-07-25",8,1304,6.732219,193.695421970081
"340","Indiana","2020-08-01",8,1349,6.732219,200.379696501258
"341","Indiana","2020-08-08",7,1327,6.732219,197.111828952683
"342","Indiana","2020-08-15",7,1361,6.732219,202.162169709571
"343","Indiana","2020-08-22",6,1318,6.732219,195.774974046447
"344","Indiana","2020-08-29",6,1340,6.732219,199.042841595022
"345","Indiana","2020-09-05",6,1239,6.732219,184.040358758383
"346","Iowa","2020-04-04",5,609,3.15507,193.022658768268
"347","Iowa","2020-04-11",5,606,3.15507,192.071808232464
"348","Iowa","2020-04-18",5,636,3.15507,201.580313590507
"349","Iowa","2020-04-25",6,600,3.15507,190.170107160855
"350","Iowa","2020-05-02",6,673,3.15507,213.307470198759
"351","Iowa","2020-05-09",5,700,3.15507,221.865125020998
"352","Iowa","2020-05-16",5,677,3.15507,214.575270913165
"353","Iowa","2020-05-23",5,618,3.15507,195.875210375681
"354","Iowa","2020-05-30",7,623,3.15507,197.459961268688
"355","Iowa","2020-06-06",6,594,3.15507,188.268406089247
"356","Iowa","2020-06-13",5,603,3.15507,191.12095769666
"357","Iowa","2020-06-20",7,580,3.15507,183.831103588827
"358","Iowa","2020-06-27",6,558,3.15507,176.858199659596
"359","Iowa","2020-07-04",6,603,3.15507,191.12095769666
"360","Iowa","2020-07-11",6,567,3.15507,179.710751267008
"361","Iowa","2020-07-18",5,604,3.15507,191.437907875261
"362","Iowa","2020-07-25",5,654,3.15507,207.285416805332
"363","Iowa","2020-08-01",6,648,3.15507,205.383715733724
"364","Iowa","2020-08-08",4,656,3.15507,207.919317162535
"365","Iowa","2020-08-15",6,666,3.15507,211.088818948549
"366","Iowa","2020-08-22",6,633,3.15507,200.629463054702
"367","Iowa","2020-08-29",6,684,3.15507,216.793922163375
"368","Iowa","2020-09-05",5,607,3.15507,192.388758411065
"369","Kansas","2020-04-04",3,560,2.913314,192.220955242037
"370","Kansas","2020-04-11",5,544,2.913314,186.728927949407
"371","Kansas","2020-04-18",4,565,2.913314,193.937213770984
"372","Kansas","2020-04-25",5,555,2.913314,190.50469671309
"373","Kansas","2020-05-02",5,527,2.913314,180.893648950988
"374","Kansas","2020-05-09",4,521,2.913314,178.834138716252
"375","Kansas","2020-05-16",4,542,2.913314,186.042424537829
"376","Kansas","2020-05-23",5,525,2.913314,180.20714553941
"377","Kansas","2020-05-30",4,532,2.913314,182.609907479935
"378","Kansas","2020-06-06",6,519,2.913314,178.147635304674
"379","Kansas","2020-06-13",5,533,2.913314,182.953159185725
"380","Kansas","2020-06-20",4,514,2.913314,176.431376775727
"381","Kansas","2020-06-27",3,532,2.913314,182.609907479935
"382","Kansas","2020-07-04",5,583,2.913314,200.115744475192
"383","Kansas","2020-07-11",4,517,2.913314,177.461131893095
"384","Kansas","2020-07-18",4,540,2.913314,185.35592112625
"385","Kansas","2020-07-25",6,568,2.913314,194.966968888352
"386","Kansas","2020-08-01",6,554,2.913314,190.161445007301
"387","Kansas","2020-08-08",4,612,2.913314,210.070043943083
"388","Kansas","2020-08-15",4,583,2.913314,200.115744475192
"389","Kansas","2020-08-22",5,523,2.913314,179.520642127831
"390","Kansas","2020-08-29",4,551,2.913314,189.131689889933
"391","Kansas","2020-09-05",4,583,2.913314,200.115744475192
"392","Kentucky","2020-04-04",7,1052,4.467673,235.469337169484
"393","Kentucky","2020-04-11",8,1036,4.467673,231.888054474891
"394","Kentucky","2020-04-18",9,957,4.467673,214.205471170339
"395","Kentucky","2020-04-25",9,964,4.467673,215.772282349223
"396","Kentucky","2020-05-02",8,1008,4.467673,225.620809759354
"397","Kentucky","2020-05-09",8,1017,4.467673,227.635281275062
"398","Kentucky","2020-05-16",9,990,4.467673,221.591866727936
"399","Kentucky","2020-05-23",9,989,4.467673,221.368036559524
"400","Kentucky","2020-05-30",9,994,4.467673,222.487187401585
"401","Kentucky","2020-06-06",9,914,4.467673,204.58077392862
"402","Kentucky","2020-06-13",7,992,4.467673,222.039527064761
"403","Kentucky","2020-06-20",8,969,4.467673,216.891433191283
