"","State","Date","Weeks Delayed","Deaths (as recorded in last released dataset)","State Population (in millions)","Deaths per Million of State Population"
"801","North Dakota","2020-08-08",4,142,0.762062,186.336544795568
"802","North Dakota","2020-08-15",5,114,0.762062,149.594127511935
"803","North Dakota","2020-08-22",5,124,0.762062,162.716419398947
"804","North Dakota","2020-08-29",5,121,0.762062,158.779731832843
"805","North Dakota","2020-09-05",4,148,0.762062,194.209919927775
"806","Ohio","2020-04-04",7,2586,11.6891,221.231745814477
"807","Ohio","2020-04-11",6,2623,11.6891,224.397087885295
"808","Ohio","2020-04-18",7,2657,11.6891,227.30578059902
"809","Ohio","2020-04-25",6,2824,11.6891,241.59259481055
"810","Ohio","2020-05-02",6,2733,11.6891,233.807564312051
"811","Ohio","2020-05-09",6,2607,11.6891,223.02829131413
"812","Ohio","2020-05-16",6,2693,11.6891,230.38557288414
"813","Ohio","2020-05-23",6,2675,11.6891,228.84567674158
"814","Ohio","2020-05-30",6,2527,11.6891,216.184308458307
"815","Ohio","2020-06-06",6,2572,11.6891,220.034048814708
"816","Ohio","2020-06-13",5,2414,11.6891,206.517182674457
"817","Ohio","2020-06-20",6,2400,11.6891,205.319485674688
"818","Ohio","2020-06-27",7,2406,11.6891,205.832784388875
"819","Ohio","2020-07-04",6,2518,11.6891,215.414360387027
"820","Ohio","2020-07-11",6,2531,11.6891,216.526507601098
"821","Ohio","2020-07-18",5,2519,11.6891,215.499910172725
"822","Ohio","2020-07-25",6,2479,11.6891,212.077918744814
"823","Ohio","2020-08-01",7,2597,11.6891,222.172793457152
"824","Ohio","2020-08-08",6,2568,11.6891,219.691849671917
"825","Ohio","2020-08-15",6,2583,11.6891,220.975096457383
"826","Ohio","2020-08-22",7,2582,11.6891,220.889546671686
"827","Ohio","2020-08-29",6,2619,11.6891,224.054888742504
"828","Ohio","2020-09-05",5,2438,11.6891,208.570377531204
"829","Oklahoma","2020-04-04",8,784,3.956971,198.131348448093
"830","Oklahoma","2020-04-11",6,874,3.956971,220.876018550553
"831","Oklahoma","2020-04-18",8,815,3.956971,205.965623705607
"832","Oklahoma","2020-04-25",7,799,3.956971,201.922126798503
"833","Oklahoma","2020-05-02",7,781,3.956971,197.373192778011
"834","Oklahoma","2020-05-09",6,802,3.956971,202.680282468585
"835","Oklahoma","2020-05-16",6,746,3.956971,188.528043293721
"836","Oklahoma","2020-05-23",6,827,3.956971,208.998246385935
"837","Oklahoma","2020-05-30",5,759,3.956971,191.813384530743
"838","Oklahoma","2020-06-06",7,823,3.956971,207.987372159159
"839","Oklahoma","2020-06-13",7,786,3.956971,198.636785561481
"840","Oklahoma","2020-06-20",7,757,3.956971,191.307947417355
"841","Oklahoma","2020-06-27",7,780,3.956971,197.120474221317
"842","Oklahoma","2020-07-04",7,813,3.956971,205.460186592219
"843","Oklahoma","2020-07-11",6,793,3.956971,200.405815458339
"844","Oklahoma","2020-07-18",8,810,3.956971,204.702030922137
"845","Oklahoma","2020-07-25",6,918,3.956971,231.995635045089
"846","Oklahoma","2020-08-01",7,919,3.956971,232.248353601783
"847","Oklahoma","2020-08-08",6,836,3.956971,211.272713396181
"848","Oklahoma","2020-08-15",8,886,3.956971,223.908641230881
"849","Oklahoma","2020-08-22",8,901,3.956971,227.699419581291
"850","Oklahoma","2020-08-29",8,855,3.956971,216.074365973367
"851","Oklahoma","2020-09-05",6,855,3.956971,216.074365973367
"852","Oregon","2020-04-04",7,773,4.217737,183.273637023835
"853","Oregon","2020-04-11",6,768,4.217737,182.088167185389
"854","Oregon","2020-04-18",6,763,4.217737,180.902697346942
"855","Oregon","2020-04-25",6,769,4.217737,182.325261153078
"856","Oregon","2020-05-02",6,715,4.217737,169.522186897855
"857","Oregon","2020-05-09",6,707,4.217737,167.625435156341
"858","Oregon","2020-05-16",6,714,4.217737,169.285092930166
"859","Oregon","2020-05-23",5,738,4.217737,174.97534815471
"860","Oregon","2020-05-30",6,744,4.217737,176.397911960845
"861","Oregon","2020-06-06",6,669,4.217737,158.615864384147
"862","Oregon","2020-06-13",5,715,4.217737,169.522186897855
"863","Oregon","2020-06-20",6,716,4.217737,169.759280865545
"864","Oregon","2020-06-27",6,689,4.217737,163.357743737933
"865","Oregon","2020-07-04",5,754,4.217737,178.768851637738
"866","Oregon","2020-07-11",5,731,4.217737,173.315690380884
"867","Oregon","2020-07-18",5,763,4.217737,180.902697346942
"868","Oregon","2020-07-25",6,735,4.217737,174.264066251642
"869","Oregon","2020-08-01",7,721,4.217737,170.944750703991
"870","Oregon","2020-08-08",6,772,4.217737,183.036543056146
"871","Oregon","2020-08-15",8,782,4.217737,185.407482733039
"872","Oregon","2020-08-22",7,788,4.217737,186.830046539175
"873","Oregon","2020-08-29",6,740,4.217737,175.449536090088
"874","Oregon","2020-09-05",5,713,4.217737,169.047998962477
"875","Pennsylvania","2020-04-04",4,2981,12.801989,232.854441602785
"876","Pennsylvania","2020-04-11",4,3444,12.801989,269.020696705801
"877","Pennsylvania","2020-04-18",5,3719,12.801989,290.501733754028
"878","Pennsylvania","2020-04-25",5,3802,12.801989,296.985101299493
"879","Pennsylvania","2020-05-02",6,3552,12.801989,277.456885801105
"880","Pennsylvania","2020-05-09",5,3414,12.801989,266.677310845994
"881","Pennsylvania","2020-05-16",4,3245,12.801989,253.476237169084
"882","Pennsylvania","2020-05-23",3,2958,12.801989,231.057845776934
"883","Pennsylvania","2020-05-30",3,2787,12.801989,217.700546376036
"884","Pennsylvania","2020-06-06",3,2709,12.801989,211.607743140539
"885","Pennsylvania","2020-06-13",3,2541,12.801989,198.484782325621
"886","Pennsylvania","2020-06-20",3,2587,12.801989,202.077973977325
"887","Pennsylvania","2020-06-27",5,2535,12.801989,198.01610515366
"888","Pennsylvania","2020-07-04",4,2553,12.801989,199.422136669544
"889","Pennsylvania","2020-07-11",3,2644,12.801989,206.530407110958
"890","Pennsylvania","2020-07-18",4,2561,12.801989,200.047039565492
"891","Pennsylvania","2020-07-25",5,2498,12.801989,195.125929259899
"892","Pennsylvania","2020-08-01",4,2632,12.801989,205.593052767035
"893","Pennsylvania","2020-08-08",6,2532,12.801989,197.781766567679
"894","Pennsylvania","2020-08-15",5,2651,12.801989,207.077197144912
"895","Pennsylvania","2020-08-22",4,2612,12.801989,204.030795527164
"896","Pennsylvania","2020-08-29",5,2566,12.801989,200.43760387546
"897","Pennsylvania","2020-09-05",5,2597,12.801989,202.85910259726
"898","Rhode Island","2020-04-04",9,224,1.059361,211.448222088599
"899","Rhode Island","2020-04-11",11,246,1.059361,232.215458186586
"900","Rhode Island","2020-04-18",8,270,1.059361,254.870624838936
"901","Rhode Island","2020-04-25",8,277,1.059361,261.478381779205
"902","Rhode Island","2020-05-02",7,319,1.059361,301.124923420817
"903","Rhode Island","2020-05-09",8,371,1.059361,350.211117834242
"904","Rhode Island","2020-05-16",8,292,1.059361,275.637860936923
"905","Rhode Island","2020-05-23",7,265,1.059361,250.15079845303
"906","Rhode Island","2020-05-30",6,242,1.059361,228.439597077861
"907","Rhode Island","2020-06-06",6,234,1.059361,220.887874860411
"908","Rhode Island","2020-06-13",7,205,1.059361,193.512881822155
"909","Rhode Island","2020-06-20",6,225,1.059361,212.39218736578
"910","Rhode Island","2020-06-27",8,194,1.059361,183.129263773161
"911","Rhode Island","2020-07-04",8,169,1.059361,159.53013184363
"912","Rhode Island","2020-07-11",8,173,1.059361,163.305992952355
"913","Rhode Island","2020-07-18",9,182,1.059361,171.801680446986
"914","Rhode Island","2020-07-25",7,175,1.059361,165.193923506718
"915","Rhode Island","2020-08-01",7,196,1.059361,185.017194327524
"916","Rhode Island","2020-08-08",8,199,1.059361,187.849090159068
"917","Rhode Island","2020-08-15",7,200,1.059361,188.793055436249
"918","Rhode Island","2020-08-22",6,198,1.059361,186.905124881886
"919","Rhode Island","2020-08-29",6,184,1.059361,173.689611001349
"920","Rhode Island","2020-09-05",5,196,1.059361,185.017194327524
"921","South Carolina","2020-04-04",5,1077,5.148714,209.178447278291
"922","South Carolina","2020-04-11",5,1140,5.148714,221.414512439417
"923","South Carolina","2020-04-18",5,1066,5.148714,207.041991456507
"924","South Carolina","2020-04-25",5,1052,5.148714,204.322865865146
"925","South Carolina","2020-05-02",5,1047,5.148714,203.351749582517
"926","South Carolina","2020-05-09",5,1079,5.148714,209.566893791343
"927","South Carolina","2020-05-16",4,1112,5.148714,215.976261256694
"928","South Carolina","2020-05-23",5,1052,5.148714,204.322865865146
"929","South Carolina","2020-05-30",4,1061,5.148714,206.070875173878
"930","South Carolina","2020-06-06",4,1063,5.148714,206.45932168693
"931","South Carolina","2020-06-13",5,1100,5.148714,213.645582178385
"932","South Carolina","2020-06-20",5,1058,5.148714,205.488205404301
"933","South Carolina","2020-06-27",5,1104,5.148714,214.422475204488
"934","South Carolina","2020-07-04",4,1187,5.148714,230.54300549613
"935","South Carolina","2020-07-11",4,1229,5.148714,238.700382270213
"936","South Carolina","2020-07-18",4,1358,5.148714,263.755182362042
"937","South Carolina","2020-07-25",4,1373,5.148714,266.668531209929
"938","South Carolina","2020-08-01",6,1366,5.148714,265.308968414249
"939","South Carolina","2020-08-08",4,1398,5.148714,271.524112623074
"940","South Carolina","2020-08-15",4,1347,5.148714,261.618726540258
"941","South Carolina","2020-08-22",6,1199,5.148714,232.873684574439
"942","South Carolina","2020-08-29",4,1258,5.148714,244.332856709462
"943","South Carolina","2020-09-05",5,1261,5.148714,244.915526479039
"944","South Dakota","2020-04-04",6,170,0.884659,192.164438501163
"945","South Dakota","2020-04-11",5,150,0.884659,169.556857501026
"946","South Dakota","2020-04-18",5,159,0.884659,179.730268951087
"947","South Dakota","2020-04-25",6,172,0.884659,194.425196601176
"948","South Dakota","2020-05-02",5,156,0.884659,176.339131801067
"949","South Dakota","2020-05-09",7,178,0.884659,201.207470901217
"950","South Dakota","2020-05-16",6,150,0.884659,169.556857501026
"951","South Dakota","2020-05-23",6,158,0.884659,178.599889901081
"952","South Dakota","2020-05-30",6,150,0.884659,169.556857501026
"953","South Dakota","2020-06-06",7,145,0.884659,163.904962250992
"954","South Dakota","2020-06-13",5,153,0.884659,172.947994651046
"955","South Dakota","2020-06-20",6,171,0.884659,193.294817551169
"956","South Dakota","2020-06-27",5,153,0.884659,172.947994651046
"957","South Dakota","2020-07-04",6,154,0.884659,174.078373701053
"958","South Dakota","2020-07-11",6,168,0.884659,189.903680401149
"959","South Dakota","2020-07-18",7,155,0.884659,175.20875275106
"960","South Dakota","2020-07-25",6,165,0.884659,186.512543251128
"961","South Dakota","2020-08-01",7,145,0.884659,163.904962250992
"962","South Dakota","2020-08-08",9,177,0.884659,200.07709185121
"963","South Dakota","2020-08-15",8,148,0.884659,167.296099401012
"964","South Dakota","2020-08-22",9,153,0.884659,172.947994651046
"965","South Dakota","2020-08-29",9,180,0.884659,203.468229001231
"966","South Dakota","2020-09-05",7,200,0.884659,226.075810001368
"967","Tennessee","2020-04-04",5,1519,6.829174,222.428071096153
"968","Tennessee","2020-04-11",4,1468,6.829174,214.960110842102
"969","Tennessee","2020-04-18",4,1481,6.829174,216.863708553919
"970","Tennessee","2020-04-25",5,1419,6.829174,207.785011774484
"971","Tennessee","2020-05-02",5,1436,6.829174,210.274331859168
"972","Tennessee","2020-05-09",5,1418,6.829174,207.638581181267
"973","Tennessee","2020-05-16",5,1480,6.829174,216.717277960702
"974","Tennessee","2020-05-23",5,1504,6.829174,220.231612197903
"975","Tennessee","2020-05-30",4,1387,6.829174,203.09923279155
"976","Tennessee","2020-06-06",6,1414,6.829174,207.052858808401
"977","Tennessee","2020-06-13",5,1437,6.829174,210.420762452384
"978","Tennessee","2020-06-20",5,1496,6.829174,219.060167452169
"979","Tennessee","2020-06-27",5,1521,6.829174,222.720932282586
"980","Tennessee","2020-07-04",5,1459,6.829174,213.642235503152
"981","Tennessee","2020-07-11",4,1539,6.829174,225.356682960487
"982","Tennessee","2020-07-18",5,1585,6.829174,232.092490248455
"983","Tennessee","2020-07-25",4,1624,6.829174,237.803283383906
"984","Tennessee","2020-08-01",5,1630,6.829174,238.681866943206
"985","Tennessee","2020-08-08",4,1614,6.829174,236.338977451739
"986","Tennessee","2020-08-15",5,1563,6.829174,228.871017197687
"987","Tennessee","2020-08-22",5,1601,6.829174,234.435379739922
"988","Tennessee","2020-08-29",6,1614,6.829174,236.338977451739
"989","Tennessee","2020-09-05",5,1537,6.829174,225.063821774053
"990","Texas","2020-04-04",5,4135,28.995881,142.60646193161
"991","Texas","2020-04-11",5,4214,28.995881,145.330986839131
"992","Texas","2020-04-18",5,4244,28.995881,146.365616550847
"993","Texas","2020-04-25",5,4398,28.995881,151.676715737659
"994","Texas","2020-05-02",5,4202,28.995881,144.917134954444
"995","Texas","2020-05-09",5,4228,28.995881,145.813814037932
"996","Texas","2020-05-16",5,4240,28.995881,146.227665922618
"997","Texas","2020-05-23",5,4200,28.995881,144.84815964033
"998","Texas","2020-05-30",6,4101,28.995881,141.433881591665
"999","Texas","2020-06-06",6,4171,28.995881,143.84801758567
"1000","Texas","2020-06-13",5,4333,28.995881,149.43501802894
"1001","Texas","2020-06-20",6,4473,28.995881,154.263290016951
"1002","Texas","2020-06-27",5,4528,28.995881,156.160111155098
"1003","Texas","2020-07-04",6,4970,28.995881,171.40365557439
"1004","Texas","2020-07-11",6,5697,28.995881,196.47618225499
"1005","Texas","2020-07-18",6,6188,28.995881,213.409621870086
"1006","Texas","2020-07-25",7,6239,28.995881,215.168492380004
"1007","Texas","2020-08-01",7,5879,28.995881,202.752935839404
"1008","Texas","2020-08-08",7,5649,28.995881,194.820774716243
"1009","Texas","2020-08-15",7,5703,28.995881,196.683108197333
"1010","Texas","2020-08-22",7,4991,28.995881,172.127896372592
"1011","Texas","2020-08-29",6,5029,28.995881,173.438427340766
"1012","Texas","2020-09-05",6,4874,28.995881,168.092840496897
"1013","Utah","2020-04-04",4,399,3.205958,124.455778896667
"1014","Utah","2020-04-11",3,378,3.205958,117.905474744211
"1015","Utah","2020-04-18",3,372,3.205958,116.03395927208
"1016","Utah","2020-04-25",3,382,3.205958,119.153151725631
"1017","Utah","2020-05-02",2,375,3.205958,116.969717008145
"1018","Utah","2020-05-09",2,357,3.205958,111.355170591754
"1019","Utah","2020-05-16",3,394,3.205958,122.896182669892
"1020","Utah","2020-05-23",3,364,3.205958,113.53860530924
"1021","Utah","2020-05-30",4,382,3.205958,119.153151725631
"1022","Utah","2020-06-06",4,396,3.205958,123.520021160602
"1023","Utah","2020-06-13",4,378,3.205958,117.905474744211
"1024","Utah","2020-06-20",4,390,3.205958,121.648505688471
"1025","Utah","2020-06-27",3,370,3.205958,115.41012078137
"1026","Utah","2020-07-04",2,426,3.205958,132.877598521253
"1027","Utah","2020-07-11",3,391,3.205958,121.960424933826
"1028","Utah","2020-07-18",4,423,3.205958,131.941840785188
"1029","Utah","2020-07-25",3,415,3.205958,129.446486822348
"1030","Utah","2020-08-01",2,420,3.205958,131.006083049123
"1031","Utah","2020-08-08",3,426,3.205958,132.877598521253
"1032","Utah","2020-08-15",3,436,3.205958,135.996790974804
"1033","Utah","2020-08-22",3,409,3.205958,127.574971350217
"1034","Utah","2020-08-29",3,371,3.205958,115.722040026725
"1035","Utah","2020-09-05",2,360,3.205958,112.29092832782
"1036","Vermont","2020-04-04",4,146,0.623989,233.978483595063
"1037","Vermont","2020-04-11",2,123,0.623989,197.118859467074
"1038","Vermont","2020-04-18",2,134,0.623989,214.747375354373
"1039","Vermont","2020-04-25",2,123,0.623989,197.118859467074
"1040","Vermont","2020-05-02",3,120,0.623989,192.311082406901
"1041","Vermont","2020-05-09",2,114,0.623989,182.695528286556
"1042","Vermont","2020-05-16",3,110,0.623989,176.285158872993
"1043","Vermont","2020-05-23",2,109,0.623989,174.682566519602
"1044","Vermont","2020-05-30",2,134,0.623989,214.747375354373
"1045","Vermont","2020-06-06",3,129,0.623989,206.734413587419
"1046","Vermont","2020-06-13",2,116,0.623989,185.900712993338
"1047","Vermont","2020-06-20",2,99,0.623989,158.656642985694
"1048","Vermont","2020-06-27",2,130,0.623989,208.33700594081
"1049","Vermont","2020-07-04",6,112,0.623989,179.490343579775
"1050","Vermont","2020-07-11",3,115,0.623989,184.298120639947
"1051","Vermont","2020-07-18",3,92,0.623989,147.438496511958
"1052","Vermont","2020-07-25",2,127,0.623989,203.529228880637
"1053","Vermont","2020-08-01",3,127,0.623989,203.529228880637
"1054","Vermont","2020-08-08",3,108,0.623989,173.079974166211
"1055","Vermont","2020-08-15",2,114,0.623989,182.695528286556
"1056","Vermont","2020-08-22",3,119,0.623989,190.708490053511
"1057","Vermont","2020-08-29",2,106,0.623989,169.87478945943
"1058","Vermont","2020-09-05",3,132,0.623989,211.542190647592
"1059","Virginia","2020-04-04",5,1484,8.535519,173.861718309103
"1060","Virginia","2020-04-11",5,1615,8.535519,189.20934977709
"1061","Virginia","2020-04-18",5,1606,8.535519,188.154932347992
"1062","Virginia","2020-04-25",6,1647,8.535519,192.958389524995
"1063","Virginia","2020-05-02",4,1677,8.535519,196.473114288657
"1064","Virginia","2020-05-09",5,1600,8.535519,187.45198739526
"1065","Virginia","2020-05-16",4,1588,8.535519,186.046097489795
"1066","Virginia","2020-05-23",6,1479,8.535519,173.275930848493
"1067","Virginia","2020-05-30",5,1460,8.535519,171.049938498174
"1068","Virginia","2020-06-06",6,1432,8.535519,167.769528718757
"1069","Virginia","2020-06-13",5,1444,8.535519,169.175418624222
"1070","Virginia","2020-06-20",6,1337,8.535519,156.639566967164
"1071","Virginia","2020-06-27",6,1452,8.535519,170.112678561198
"1072","Virginia","2020-07-04",6,1413,8.535519,165.543536368439
"1073","Virginia","2020-07-11",5,1521,8.535519,178.196545517619
"1074","Virginia","2020-07-18",5,1384,8.535519,162.1459690969
"1075","Virginia","2020-07-25",4,1500,8.535519,175.736238183056
"1076","Virginia","2020-08-01",6,1484,8.535519,173.861718309103
"1077","Virginia","2020-08-08",5,1545,8.535519,181.008325328548
"1078","Virginia","2020-08-15",5,1496,8.535519,175.267608214568
"1079","Virginia","2020-08-22",5,1469,8.535519,172.104355927273
"1080","Virginia","2020-08-29",4,1477,8.535519,173.041615864249
"1081","Virginia","2020-09-05",7,1510,8.535519,176.907813104276
"1082","Washington","2020-04-04",4,1320,7.614893,173.344523685362
"1083","Washington","2020-04-11",4,1317,7.614893,172.950558858805
"1084","Washington","2020-04-18",4,1250,7.614893,164.152011065684
"1085","Washington","2020-04-25",4,1227,7.614893,161.131614062075
"1086","Washington","2020-05-02",4,1163,7.614893,152.727031095512
"1087","Washington","2020-05-09",4,1223,7.614893,160.606327626665
"1088","Washington","2020-05-16",3,1145,7.614893,150.363242136167
"1089","Washington","2020-05-23",3,1113,7.614893,146.160950652885
"1090","Washington","2020-05-30",3,1058,7.614893,138.938262165995
"1091","Washington","2020-06-06",3,1059,7.614893,139.069583774848
"1092","Washington","2020-06-13",3,1101,7.614893,144.585091346655
"1093","Washington","2020-06-20",3,1147,7.614893,150.625885353872
"1094","Washington","2020-06-27",4,1091,7.614893,143.271875258129
"1095","Washington","2020-07-04",4,1134,7.614893,148.918704438789
"1096","Washington","2020-07-11",4,1155,7.614893,151.676458224692
"1097","Washington","2020-07-18",3,1173,7.614893,154.040247184038
"1098","Washington","2020-07-25",3,1186,7.614893,155.747428099121
"1099","Washington","2020-08-01",4,1232,7.614893,161.788222106338
"1100","Washington","2020-08-08",3,1220,7.614893,160.212362800108
"1101","Washington","2020-08-15",4,1166,7.614893,153.12099592207
"1102","Washington","2020-08-22",5,1199,7.614893,157.454609014204
"1103","Washington","2020-08-29",3,1125,7.614893,147.736809959116
"1104","Washington","2020-09-05",3,1226,7.614893,161.000292453223
"1105","West Virginia","2020-04-04",9,473,1.792147,263.929242411476
"1106","West Virginia","2020-04-11",11,524,1.792147,292.386729436815
"1107","West Virginia","2020-04-18",11,423,1.792147,236.029745327811
"1108","West Virginia","2020-04-25",12,470,1.792147,262.255272586456
"1109","West Virginia","2020-05-02",12,476,1.792147,265.603212236496
"1110","West Virginia","2020-05-09",10,455,1.792147,253.885423461357
"1111","West Virginia","2020-05-16",10,479,1.792147,267.277182061516
"1112","West Virginia","2020-05-23",12,438,1.792147,244.39959445291
"1113","West Virginia","2020-05-30",12,428,1.792147,238.819695036177
"1114","West Virginia","2020-06-06",12,416,1.792147,232.123815736098
"1115","West Virginia","2020-06-13",12,472,1.792147,263.371252469803
"1116","West Virginia","2020-06-20",10,419,1.792147,233.797785561117
"1117","West Virginia","2020-06-27",9,465,1.792147,259.46532287809
"1118","West Virginia","2020-07-04",8,433,1.792147,241.609644744544
"1119","West Virginia","2020-07-11",8,453,1.792147,252.76944357801
"1120","West Virginia","2020-07-18",8,426,1.792147,237.703715152831
"1121","West Virginia","2020-07-25",11,511,1.792147,285.132860195062
"1122","West Virginia","2020-08-01",9,482,1.792147,268.951151886536
"1123","West Virginia","2020-08-08",11,515,1.792147,287.364819961755
"1124","West Virginia","2020-08-15",10,462,1.792147,257.79135305307
"1125","West Virginia","2020-08-22",11,496,1.792147,276.763011069962
"1126","West Virginia","2020-08-29",10,455,1.792147,253.885423461357
"1127","West Virginia","2020-09-05",10,457,1.792147,255.001403344703
"1128","Wisconsin","2020-04-04",4,1243,5.822434,213.484601113555
"1129","Wisconsin","2020-04-11",4,1183,5.822434,203.179632435507
"1130","Wisconsin","2020-04-18",4,1154,5.822434,198.198897574451
"1131","Wisconsin","2020-04-25",3,1040,5.822434,178.61945708616
"1132","Wisconsin","2020-05-02",3,1160,5.822434,199.229394442256
"1133","Wisconsin","2020-05-09",3,1099,5.822434,188.75267628624
"1134","Wisconsin","2020-05-16",4,1012,5.822434,173.810471703071
"1135","Wisconsin","2020-05-23",3,1080,5.822434,185.489436204859
"1136","Wisconsin","2020-05-30",4,1149,5.822434,197.340150184613
"1137","Wisconsin","2020-06-06",5,1048,5.822434,179.9934529099
"1138","Wisconsin","2020-06-13",4,1013,5.822434,173.982221181039
"1139","Wisconsin","2020-06-20",4,1086,5.822434,186.519933072663
"1140","Wisconsin","2020-06-27",4,1019,5.822434,175.012718048843
"1141","Wisconsin","2020-07-04",4,1046,5.822434,179.649953953965
"1142","Wisconsin","2020-07-11",3,1050,5.822434,180.336951865835
"1143","Wisconsin","2020-07-18",4,1048,5.822434,179.9934529099
"1144","Wisconsin","2020-07-25",5,1096,5.822434,188.237427852338
"1145","Wisconsin","2020-08-01",4,1064,5.822434,182.741444557379
"1146","Wisconsin","2020-08-08",4,1100,5.822434,188.924425764208
"1147","Wisconsin","2020-08-15",4,1127,5.822434,193.561661669329
"1148","Wisconsin","2020-08-22",4,1054,5.822434,181.023949777705
"1149","Wisconsin","2020-08-29",4,1097,5.822434,188.409177330305
"1150","Wisconsin","2020-09-05",5,1048,5.822434,179.9934529099
"1151","Wyoming","2020-04-04",6,122,0.578759,210.795858034173
"1152","Wyoming","2020-04-11",4,107,0.578759,184.878334505381
"1153","Wyoming","2020-04-18",6,94,0.578759,162.416480780428
"1154","Wyoming","2020-04-25",5,102,0.578759,176.239159995784
"1155","Wyoming","2020-05-02",6,71,0.578759,122.676278036281
"1156","Wyoming","2020-05-09",5,86,0.578759,148.593801565073
"1157","Wyoming","2020-05-16",5,111,0.578759,191.789674113059
"1158","Wyoming","2020-05-23",5,101,0.578759,174.511325093865
"1159","Wyoming","2020-05-30",8,93,0.578759,160.688645878509
"1160","Wyoming","2020-06-06",6,115,0.578759,198.701013720737
"1161","Wyoming","2020-06-13",6,102,0.578759,176.239159995784
"1162","Wyoming","2020-06-20",5,107,0.578759,184.878334505381
"1163","Wyoming","2020-06-27",6,97,0.578759,167.599985486187
"1164","Wyoming","2020-07-04",6,103,0.578759,177.966994897704
"1165","Wyoming","2020-07-11",6,106,0.578759,183.150499603462
"1166","Wyoming","2020-07-18",5,107,0.578759,184.878334505381
"1167","Wyoming","2020-07-25",4,106,0.578759,183.150499603462
"1168","Wyoming","2020-08-01",6,93,0.578759,160.688645878509
"1169","Wyoming","2020-08-08",4,119,0.578759,205.612353328415
"1170","Wyoming","2020-08-15",7,113,0.578759,195.245343916898
"1171","Wyoming","2020-08-22",5,106,0.578759,183.150499603462
"1172","Wyoming","2020-08-29",6,91,0.578759,157.23297607467
"1173","Wyoming","2020-09-05",5,115,0.578759,198.701013720737
"1174","New York City","2020-04-04",7,6382,8.336817,765.519982026714
"1175","New York City","2020-04-11",6,8023,8.336817,962.357695988769
"1176","New York City","2020-04-18",6,6092,8.336817,730.734523739696
"1177","New York City","2020-04-25",6,4172,8.336817,500.430799908406
"1178","New York City","2020-05-02",6,2946,8.336817,353.372276253635
"1179","New York City","2020-05-09",4,2141,8.336817,256.81264204312
"1180","New York City","2020-05-16",4,1648,8.336817,197.67736295519
"1181","New York City","2020-05-23",3,1356,8.336817,162.652004955848
"1182","New York City","2020-05-30",3,1175,8.336817,140.941080990503
"1183","New York City","2020-06-06",3,1135,8.336817,136.143086744018
"1184","New York City","2020-06-13",4,1098,8.336817,131.704942066019
"1185","New York City","2020-06-20",3,1006,8.336817,120.669555299103
"1186","New York City","2020-06-27",3,1075,8.336817,128.94609537429
"1187","New York City","2020-07-04",2,977,8.336817,117.191009470401
"1188","New York City","2020-07-11",2,1029,8.336817,123.428401990832
"1189","New York City","2020-07-18",3,968,8.336817,116.111460764942
"1190","New York City","2020-07-25",2,1038,8.336817,124.507950696291
"1191","New York City","2020-08-01",3,983,8.336817,117.910708607374
"1192","New York City","2020-08-08",2,971,8.336817,116.471310333428
"1193","New York City","2020-08-15",3,999,8.336817,119.829906305968
"1194","New York City","2020-08-22",3,990,8.336817,118.750357600509
"1195","New York City","2020-08-29",3,989,8.336817,118.630407744347
"1196","New York City","2020-09-05",2,964,8.336817,115.631661340293
